person_as_time,img,term,category,score
2019-01-15,Person14_15,birdCall|cloudSign|cupcakePaper|eyeball,label|label|label|label,birdCall:0.5856600000000001;cloudSign:0.26327;cupcakePaper:0.27399;eyeball:0.39375
2019-01-15,Person14_16,canadaPencil|blueSunglasses,label|label,canadaPencil:0.2795;blueSunglasses:0.37337
2019-01-15,Person14_17,birdCall|pinkCandle|hairClip,label|label|label,birdCall:0.25232;pinkCandle:0.45448;hairClip:0.26464
2019-01-15,Person14_18,eyeball|lavenderDie|yellowBag,label|label|label,eyeball:0.27516;lavenderDie:0.39624000000000004;yellowBag:0.31458
2019-01-15,Person14_19,cupcakePaper|sign,label|label,cupcakePaper:0.2716;sign:0.25418
2019-01-15,Person14_2,,,
2019-01-15,Person14_3,pinkCandle|lavenderDie|yellowBag,label|label|label,pinkCandle:0.2845;lavenderDie:0.55948;yellowBag:0.29667
2019-01-15,Person14_4,birdCall|eyeball|pinkCandle|sign|silverStraw|blueSunglasses|lavenderDie|stickerBox|yellowBag,label|label|label|label|label|label|label|label|label,birdCall:0.28156;eyeball:0.37844;pinkCandle:0.30441999999999997;sign:0.41641000000000006;silverStraw:0.25640999999999997;blueSunglasses:0.26127;lavenderDie:0.49701000000000006;stickerBox:0.36114;yellowBag:0.38769000000000003
2019-01-15,Person14_5,cloudSign|eyeball|redWhistle|sign|silverStraw|blueSunglasses|hairClip|lavenderDie|stickerBox|yellowBag,label|label|label|label|label|label|label|label|label|label,cloudSign:0.34578000000000003;eyeball:0.5376;redWhistle:0.49805;sign:0.51523;silverStraw:0.28283;blueSunglasses:0.3975;hairClip:0.28299;lavenderDie:0.28729;stickerBox:0.28989000000000004;yellowBag:0.31903000000000004
2019-01-15,Person14_6,cloudSign|eyeball|pinkCandle|pumpkinNotes|sign|blueSunglasses|stickerBox,label|label|label|label|label|label|label,cloudSign:0.5377;eyeball:0.26475;pinkCandle:0.32725;pumpkinNotes:0.25077;sign:0.28388;blueSunglasses:0.3775;stickerBox:0.29654
2019-01-15,Person14_7,cloudSign|eyeball|blueSunglasses,label|label|label,cloudSign:0.28947;eyeball:0.38642;blueSunglasses:0.36830999999999997
2019-01-15,Person14_8,canadaPencil|cloudSign|eyeball|metalKey|pinkCandle|sign|silverStraw,label|label|label|label|label|label|label,canadaPencil:0.33985;cloudSign:0.31123;eyeball:0.25874;metalKey:0.28826999999999997;pinkCandle:0.30615;sign:0.3573;silverStraw:0.29802
2019-01-15,Person14_9,canadaPencil|cloudSign|metalKey|noisemaker|partyFavor|pinkCandle|sign,label|label|label|label|label|label|label,canadaPencil:0.45474;cloudSign:0.27931999999999996;metalKey:0.47351000000000004;noisemaker:0.28160999999999997;partyFavor:0.3041;pinkCandle:0.36838000000000004;sign:0.40451
2019-01-16,Person15_1,noisemaker|pumpkinNotes|sign,label|label|label,noisemaker:0.30253;pumpkinNotes:0.3176;sign:0.34451
2019-01-16,Person15_10,birdCall|cloudSign|eyeball|pumpkinNotes|trophy|blueSunglasses,label|label|label|label|label|label,birdCall:0.36464;cloudSign:0.38013;eyeball:0.40912;pumpkinNotes:0.31217;trophy:0.39599;blueSunglasses:0.30932
2019-01-16,Person15_11,birdCall|pinkCandle|sign|lavenderDie|yellowBag,label|label|label|label|label,birdCall:0.3196;pinkCandle:0.33105;sign:0.58796;lavenderDie:0.37695;yellowBag:0.3681
2019-01-16,Person15_12,eyeball|yellowBag,label|label,eyeball:0.5071899999999999;yellowBag:0.29638000000000003
2019-01-16,Person15_13,birdCall|cloudSign|eyeball|metalKey|pumpkinNotes|trophy|blueSunglasses|hairClip|stickerBox,label|label|label|label|label|label|label|label|label,birdCall:0.32095;cloudSign:0.28255;eyeball:0.44348000000000004;metalKey:0.48049;pumpkinNotes:0.5489999999999999;trophy:0.32624000000000003;blueSunglasses:0.46948999999999996;hairClip:0.46236000000000005;stickerBox:0.41891000000000006
2019-01-16,Person15_2,cloudSign|noisemaker|pinkCandle|yellowBag,label|label|label|label,cloudSign:0.39154;noisemaker:0.29212;pinkCandle:0.2657;yellowBag:0.25232
2019-01-16,Person15_3,birdCall|pinkCandle|pumpkinNotes|sign,label|label|label|label,birdCall:0.36188000000000003;pinkCandle:0.29104;pumpkinNotes:0.25545999999999996;sign:0.6167699999999999
2019-01-16,Person15_4,pumpkinNotes|sign|lavenderDie,label|label|label,pumpkinNotes:0.26695;sign:0.5626800000000001;lavenderDie:0.4553
2019-01-16,Person15_5,birdCall|cloudSign|eyeball|redWhistle|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label|label,birdCall:0.3356;cloudSign:0.37299;eyeball:0.33192;redWhistle:0.29632;hairClip:0.46181000000000005;lavenderDie:0.41534;yellowBag:0.35986999999999997
2019-01-16,Person15_6,birdCall|eyeball|sign|hairClip|lavenderDie,label|label|label|label|label,birdCall:0.32755;eyeball:0.30745;sign:0.2789;hairClip:0.39603;lavenderDie:0.49125
2019-01-16,Person15_7,yellowBag,label,yellowBag:0.38175
2019-01-16,Person15_8,,,
2019-01-16,Person15_9,birdCall|cloudSign|eyeball|pumpkinNotes|trophy|blueSunglasses,label|label|label|label|label|label,birdCall:0.43095;cloudSign:0.28106;eyeball:0.25501;pumpkinNotes:0.35399;trophy:0.25381;blueSunglasses:0.29441999999999996
2019-01-17,Person16_1,cloudSign|eyeball|metalKey|partyFavor|pinkCandle|sign,label|label|label|label|label|label,cloudSign:0.26546;eyeball:0.37740999999999997;metalKey:0.30332;partyFavor:0.45555;pinkCandle:0.26103000000000004;sign:0.495
2019-01-17,Person16_10,eyeball|metalKey,label|label,eyeball:0.27399999999999997;metalKey:0.25933
2019-01-17,Person16_2,metalKey|pinkCandle|lavenderDie|yellowBag,label|label|label|label,metalKey:0.396;pinkCandle:0.49177;lavenderDie:0.30989;yellowBag:0.51237
2019-01-17,Person16_3,cupcakePaper|pinkCandle|sign|lavenderDie|yellowBag,label|label|label|label|label,cupcakePaper:0.25314000000000003;pinkCandle:0.26861999999999997;sign:0.63764;lavenderDie:0.27918000000000004;yellowBag:0.30378
2019-01-17,Person16_4,birdCall|cloudSign|eyeball|sign|blueSunglasses|lavenderDie,label|label|label|label|label|label,birdCall:0.49701000000000006;cloudSign:0.2872;eyeball:0.26092;sign:0.56342;blueSunglasses:0.33248;lavenderDie:0.25347
2019-01-17,Person16_5,birdCall|cloudSign|pumpkinNotes|sign,label|label|label|label,birdCall:0.30012;cloudSign:0.35585;pumpkinNotes:0.46634;sign:0.42053999999999997
2019-01-17,Person16_6,cloudSign|partyFavor|pinkCandle|sign|blueSunglasses,label|label|label|label|label,cloudSign:0.39773000000000003;partyFavor:0.25651999999999997;pinkCandle:0.37031;sign:0.25861;blueSunglasses:0.27574
2019-01-17,Person16_7,birdCall|cloudSign|pinkCandle|redWhistle|sign,label|label|label|label|label,birdCall:0.45919;cloudSign:0.28069;pinkCandle:0.26786;redWhistle:0.5102300000000001;sign:0.40116
2019-01-17,Person16_8,sign,label,sign:0.43926000000000004
2019-01-17,Person16_9,birdCall|cloudSign|eyeball|metalKey|partyFavor|pinkCandle|sign|blueSunglasses|hairClip|stickerBox,label|label|label|label|label|label|label|label|label|label,birdCall:0.33116;cloudSign:0.43103;eyeball:0.3727;metalKey:0.49201999999999996;partyFavor:0.31493000000000004;pinkCandle:0.40656;sign:0.48377;blueSunglasses:0.35555;hairClip:0.67681;stickerBox:0.39057
2019-01-18,Person17_1,pinkCandle|sign,label|label,pinkCandle:0.38198000000000004;sign:0.59372
2019-01-18,Person17_10,cloudSign|eyeball|pumpkinNotes|blueSunglasses,label|label|label|label,cloudSign:0.34184000000000003;eyeball:0.26979000000000003;pumpkinNotes:0.27789;blueSunglasses:0.29864
2019-01-18,Person17_11,cloudSign,label,cloudSign:0.30354000000000003
2019-01-18,Person17_12,cloudSign|blueSunglasses,label|label,cloudSign:0.40944;blueSunglasses:0.26616999999999996
2019-01-18,Person17_13,yellowBag,label,yellowBag:0.30205
2019-01-18,Person17_14,birdCall|cloudSign,label|label,birdCall:0.27816;cloudSign:0.28131999999999996
2019-01-18,Person17_15,cloudSign|redWhistle|blueSunglasses|yellowBag,label|label|label|label,cloudSign:0.26887;redWhistle:0.25031;blueSunglasses:0.2862;yellowBag:0.3418
2019-01-18,Person17_16,cloudSign|eyeball|redWhistle|sign,label|label|label|label,cloudSign:0.3152;eyeball:0.25676;redWhistle:0.61617;sign:0.3002
2019-01-18,Person17_17,pinkCandle|pumpkinNotes|sign,label|label|label,pinkCandle:0.31954;pumpkinNotes:0.29285;sign:0.33351
2019-01-18,Person17_18,cloudSign|eyeball|redWhistle|sign|blueSunglasses|hairClip,label|label|label|label|label|label,cloudSign:0.36454000000000003;eyeball:0.47018000000000004;redWhistle:0.79887;sign:0.39744;blueSunglasses:0.3312;hairClip:0.71122
2019-01-18,Person17_19,cloudSign|eyeball|pinkCandle|blueSunglasses|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label|label,cloudSign:0.34255;eyeball:0.3307;pinkCandle:0.3059;blueSunglasses:0.26418;hairClip:0.36765;lavenderDie:0.5656;yellowBag:0.34203
2019-01-18,Person17_2,pumpkinNotes|sign|yellowBag,label|label|label,pumpkinNotes:0.33049;sign:0.47818999999999995;yellowBag:0.26022
2019-01-18,Person17_20,canadaPencil|cloudSign|eyeball|redWhistle|sign|blueSunglasses|hairClip,label|label|label|label|label|label|label,canadaPencil:0.26615;cloudSign:0.29914;eyeball:0.29548;redWhistle:0.49201999999999996;sign:0.31861;blueSunglasses:0.29736999999999997;hairClip:0.39361999999999997
2019-01-18,Person17_21,cloudSign|eyeball|blueSunglasses,label|label|label,cloudSign:0.43287;eyeball:0.32816;blueSunglasses:0.25578
2019-01-18,Person17_22,birdCall|cloudSign|cupcakePaper|eyeball|pinkCandle|blueSunglasses|stickerBox,label|label|label|label|label|label|label,birdCall:0.4531;cloudSign:0.42615;cupcakePaper:0.28528000000000003;eyeball:0.30955;pinkCandle:0.31065;blueSunglasses:0.33455;stickerBox:0.38118
2019-01-18,Person17_23,cloudSign|eyeball,label|label,cloudSign:0.31199;eyeball:0.33771
2019-01-18,Person17_24,birdCall|cloudSign|eyeball|metalKey,label|label|label|label,birdCall:0.30903;cloudSign:0.37745;eyeball:0.38299;metalKey:0.38466999999999996
2019-01-18,Person17_25,birdCall|cloudSign|pumpkinNotes|sign|yellowBag,label|label|label|label|label,birdCall:0.40771999999999997;cloudSign:0.39181;pumpkinNotes:0.30091999999999997;sign:0.29143;yellowBag:0.49361000000000005
2019-01-18,Person17_26,birdCall|cloudSign|eyeball|pinkCandle|redWhistle|yellowBag,label|label|label|label|label|label,birdCall:0.45266999999999996;cloudSign:0.28515999999999997;eyeball:0.42565;pinkCandle:0.26583;redWhistle:0.2781;yellowBag:0.28573000000000004
2019-01-18,Person17_27,birdCall,label,birdCall:0.35568
2019-01-18,Person17_28,,,
2019-01-18,Person17_29,canadaPencil|cloudSign|pinkCandle|sign|blueSunglasses,label|label|label|label|label,canadaPencil:0.25190999999999997;cloudSign:0.40364;pinkCandle:0.29286999999999996;sign:0.64636;blueSunglasses:0.29452
2019-01-18,Person17_3,birdCall|hairClip,label|label,birdCall:0.27858;hairClip:0.27533
2019-01-18,Person17_30,cloudSign|eyeball|pinkCandle|sign|blueSunglasses,label|label|label|label|label,cloudSign:0.40206;eyeball:0.34291;pinkCandle:0.35667;sign:0.6428;blueSunglasses:0.3177
2019-01-18,Person17_31,cloudSign|eyeball|pumpkinNotes|redWhistle,label|label|label|label,cloudSign:0.26304;eyeball:0.264;pumpkinNotes:0.31;redWhistle:0.6178100000000001
2019-01-18,Person17_32,birdCall|cloudSign|eyeball|redWhistle|sign|blueSunglasses|yellowBag,label|label|label|label|label|label|label,birdCall:0.29404;cloudSign:0.44228999999999996;eyeball:0.2718;redWhistle:0.42468999999999996;sign:0.26274000000000003;blueSunglasses:0.32609;yellowBag:0.31999
2019-01-18,Person17_33,birdCall|canadaPencil|cloudSign|eyeball|redWhistle|blueSunglasses,label|label|label|label|label|label,birdCall:0.25626;canadaPencil:0.26754;cloudSign:0.36054;eyeball:0.30956999999999996;redWhistle:0.30365;blueSunglasses:0.26805999999999996
2019-01-18,Person17_34,cloudSign|eyeball|hairClip|lavenderDie|yellowBag,label|label|label|label|label,cloudSign:0.41523999999999994;eyeball:0.31629;hairClip:0.35200000000000004;lavenderDie:0.33363000000000004;yellowBag:0.37099
2019-01-18,Person17_35,cloudSign|eyeball,label|label,cloudSign:0.32950999999999997;eyeball:0.26765
2019-01-18,Person17_36,cloudSign|eyeball|sign,label|label|label,cloudSign:0.34654;eyeball:0.2897;sign:0.32744
2019-01-18,Person17_37,cloudSign|eyeball|redWhistle|sign,label|label|label|label,cloudSign:0.26497;eyeball:0.4595;redWhistle:0.52712;sign:0.42926000000000003
2019-01-18,Person17_38,cloudSign|eyeball|silverStraw|yellowBalloon|hairClip|yellowBag,label|label|label|label|label|label,cloudSign:0.31331;eyeball:0.27301;silverStraw:0.28820999999999997;yellowBalloon:0.2652;hairClip:0.57187;yellowBag:0.42832
2019-01-18,Person17_39,blueSunglasses,label,blueSunglasses:0.46641000000000005
2019-01-18,Person17_4,birdCall|redWhistle|blueSunglasses|yellowBag,label|label|label|label,birdCall:0.25941;redWhistle:0.7188899999999999;blueSunglasses:0.30186999999999997;yellowBag:0.47233
2019-01-18,Person17_40,birdCall|cloudSign|eyeball|blueSunglasses|hairClip|lavenderDie,label|label|label|label|label|label,birdCall:0.31446999999999997;cloudSign:0.30295;eyeball:0.52148;blueSunglasses:0.29056;hairClip:0.27389;lavenderDie:0.43715
2019-01-18,Person17_41,cloudSign|eyeball|pinkCandle|lavenderDie,label|label|label|label,cloudSign:0.38254;eyeball:0.7047899999999999;pinkCandle:0.30407;lavenderDie:0.26597
2019-01-18,Person17_42,cloudSign,label,cloudSign:0.28945
2019-01-18,Person17_43,cloudSign|eyeball|sign|blueSunglasses|lavenderDie|yellowBag,label|label|label|label|label|label,cloudSign:0.46818000000000004;eyeball:0.44664;sign:0.27756;blueSunglasses:0.32511999999999996;lavenderDie:0.42478;yellowBag:0.2966
2019-01-18,Person17_44,sign,label,sign:0.5153
2019-01-18,Person17_45,birdCall|eyeball|blueSunglasses|lavenderDie,label|label|label|label,birdCall:0.31306;eyeball:0.37605;blueSunglasses:0.41781;lavenderDie:0.58182
2019-01-18,Person17_46,canadaPencil,label,canadaPencil:0.27671
2019-01-18,Person17_47,birdCall|canadaPencil|noisemaker|partyFavor|pinkCandle|sign|lavenderDie,label|label|label|label|label|label|label,birdCall:0.2659;canadaPencil:0.29091999999999996;noisemaker:0.33974;partyFavor:0.44435;pinkCandle:0.36016;sign:0.39924;lavenderDie:0.3472
2019-01-18,Person17_48,cloudSign|eyeball,label|label,cloudSign:0.26650999999999997;eyeball:0.29889
2019-01-18,Person17_49,birdCall|eyeball|sign|blueSunglasses|yellowBag,label|label|label|label|label,birdCall:0.32578;eyeball:0.5413100000000001;sign:0.29602;blueSunglasses:0.37888;yellowBag:0.44848999999999994
2019-01-18,Person17_5,birdCall|eyeball|paperPlate|sign|hairClip,label|label|label|label|label,birdCall:0.31686;eyeball:0.37856;paperPlate:0.39239;sign:0.26954;hairClip:0.6468
2019-01-18,Person17_50,birdCall|cloudSign|pumpkinNotes|sign|blueSunglasses|yellowBag,label|label|label|label|label|label,birdCall:0.55084;cloudSign:0.26108000000000003;pumpkinNotes:0.39502;sign:0.32395999999999997;blueSunglasses:0.30734;yellowBag:0.35433000000000003
2019-01-18,Person17_51,cloudSign|sign|yellowBag,label|label|label,cloudSign:0.2733;sign:0.25068;yellowBag:0.33914
2019-01-18,Person17_52,canadaPencil|eyeball,label|label,canadaPencil:0.2513;eyeball:0.39348
2019-01-18,Person17_53,pumpkinNotes,label,pumpkinNotes:0.26336
2019-01-18,Person17_54,eyeball|pumpkinNotes|blueSunglasses|lavenderDie|yellowBag,label|label|label|label|label,eyeball:0.43261000000000005;pumpkinNotes:0.28994000000000003;blueSunglasses:0.34849;lavenderDie:0.3517;yellowBag:0.31695999999999996
2019-01-18,Person17_55,lavenderDie|yellowBag,label|label,lavenderDie:0.39916999999999997;yellowBag:0.46985
2019-01-18,Person17_56,canadaPencil|eyeball|redWhistle|blueSunglasses,label|label|label|label,canadaPencil:0.26983;eyeball:0.39213000000000003;redWhistle:0.45825;blueSunglasses:0.32006
2019-01-18,Person17_57,eyeball|pumpkinNotes,label|label,eyeball:0.30868;pumpkinNotes:0.34524
2019-01-18,Person17_58,cloudSign|eyeball|pinkCandle|blueSunglasses,label|label|label|label,cloudSign:0.28386999999999996;eyeball:0.35136;pinkCandle:0.38259;blueSunglasses:0.3818
2019-01-18,Person17_59,sign,label,sign:0.39891
2019-01-18,Person17_6,birdCall|cloudSign|eyeball|partyFavor|sign|hairClip,label|label|label|label|label|label,birdCall:0.5018;cloudSign:0.29212;eyeball:0.33021;partyFavor:0.5031899999999999;sign:0.34281999999999996;hairClip:0.33636
2019-01-18,Person17_60,birdCall|pumpkinNotes,label|label,birdCall:0.32176;pumpkinNotes:0.6220600000000001
2019-01-18,Person17_61,birdCall|cloudSign|partyFavor|pinkCandle|trophy,label|label|label|label|label,birdCall:0.49072;cloudSign:0.28415;partyFavor:0.27618000000000004;pinkCandle:0.39834;trophy:0.27331
2019-01-18,Person17_62,cloudSign|eyeball|pumpkinNotes|trophy|blueSunglasses|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label|label|label,cloudSign:0.34479;eyeball:0.3849;pumpkinNotes:0.26253000000000004;trophy:0.31025;blueSunglasses:0.38278;hairClip:0.36587;lavenderDie:0.43482;yellowBag:0.57072
2019-01-18,Person17_63,birdCall|cloudSign|metalKey|partyFavor|pinkCandle|sign|blueSunglasses|hairClip,label|label|label|label|label|label|label|label,birdCall:0.36980999999999997;cloudSign:0.4771;metalKey:0.3184;partyFavor:0.29677;pinkCandle:0.30241999999999997;sign:0.39979000000000003;blueSunglasses:0.42385;hairClip:0.26919
2019-01-18,Person17_64,redWhistle|sign,label|label,redWhistle:0.31739;sign:0.5871
2019-01-18,Person17_7,birdCall|cloudSign,label|label,birdCall:0.37818;cloudSign:0.25315
2019-01-18,Person17_8,pumpkinNotes,label,pumpkinNotes:0.26399
2019-01-18,Person17_9,cloudSign|pinkCandle,label|label,cloudSign:0.26486;pinkCandle:0.30696999999999997
2019-01-19,Person18_1,birdCall|cloudSign|eyeball|pinkCandle|sign|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.43435;cloudSign:0.33904;eyeball:0.46418000000000004;pinkCandle:0.36916;sign:0.4157;blueSunglasses:0.47396000000000005;hairClip:0.38144;yellowBag:0.48922
2019-01-19,Person18_2,eyeball|pinkCandle|redWhistle|sign|yellowBag,label|label|label|label|label,eyeball:0.32333;pinkCandle:0.35995;redWhistle:0.46129;sign:0.35243;yellowBag:0.27364
2019-01-19,Person18_3,eyeball|hairClip|lavenderDie|yellowBag,label|label|label|label,eyeball:0.53896;hairClip:0.37908000000000003;lavenderDie:0.9073;yellowBag:0.40972
2019-01-19,Person18_4,lavenderDie|yellowBag,label|label,lavenderDie:0.77588;yellowBag:0.3882
2019-01-19,Person18_5,redWhistle|sign|yellowBag,label|label|label,redWhistle:0.4757;sign:0.44501999999999997;yellowBag:0.38456
2019-01-19,Person18_6,pinkCandle|sign|yellowBag,label|label|label,pinkCandle:0.40939000000000003;sign:0.67781;yellowBag:0.50775
2019-01-19,Person18_7,cloudSign|cupcakePaper|pinkCandle|vancouverCards|blueSunglasses,label|label|label|label|label,cloudSign:0.441;cupcakePaper:0.29046;pinkCandle:0.38694;vancouverCards:0.33144;blueSunglasses:0.27636
2019-01-19,Person18_8,cloudSign|eyeball|metalKey|pinkCandle|pumpkinNotes|sign|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label|label|label,cloudSign:0.33408000000000004;eyeball:0.32377;metalKey:0.66809;pinkCandle:0.25017;pumpkinNotes:0.28391;sign:0.28271999999999997;blueSunglasses:0.37614000000000003;hairClip:0.3843;yellowBag:0.32277
2019-01-19,Person18_9,cloudSign|pinkCandle|redWhistle|sign|blueSunglasses|hairClip,label|label|label|label|label|label,cloudSign:0.353;pinkCandle:0.35563;redWhistle:0.68381;sign:0.40753;blueSunglasses:0.4033;hairClip:0.6038399999999999
2019-01-20,Person19_1,eyeball|redWhistle|blueSunglasses|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label,eyeball:0.81419;redWhistle:0.38749;blueSunglasses:0.50227;hairClip:0.5581;lavenderDie:0.60364;yellowBag:0.32871999999999996
2019-01-20,Person19_2,eyeball|redWhistle|trophy|blueSunglasses|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label|label,eyeball:0.7954100000000001;redWhistle:0.28738;trophy:0.31845;blueSunglasses:0.39383;hairClip:0.7982;lavenderDie:0.44578;yellowBag:0.5090899999999999
