symbol_chr,RAS/CAS|L2FC,RAS/CAS|PValue,RAS/CAS|FDR,RAS/WT-O|L2FC,RAS/WT-O|PValue,RAS/WT-O|FDR,53KO/WT|L2FC,53KO/WT|PValue,53KO/WT|FDR,CAS/WT|L2FC,CAS/WT|Pvalue,CAS/WT|FDR
1700122O11Rik_chr17,0.00,1,1,0.00,1,1,0,1,1,0,1,1
1700123I01Rik_chr19,-2.01,1.34E-06,6.72E-06,2.21,0.025324278,0.122077622,1.253894685,0.003126978,0.01103081,4.217482399,4.19E-09,1.97E-08
1700123K08Rik_chr5,0.00,1,1,0.00,1,1,0,1,1,0,1,1
1700123O20Rik_chr14,0.32,0.110331029,0.214630583,-0.08,0.94111053,1,0.441008618,0.3071498,0.554334189,-0.406479725,0.1297331,0.228720774
1700125H20Rik_chr11,-0.77,0.097861073,0.193425016,0.00,1,1,0,0.526397964,0.843440945,0.769986353,0.165542393,0.283111724
1700129C05Rik_chr14,0.00,1,1,0.00,1,1,0,1,1,0,1,1
1810009A15Rik_chr19,-0.70,0.009522176,0.02458291,-0.38,0.371744694,0.777331234,1.20092241,0.003200932,0.011266041,0.318801031,0.089725962,0.164606202
1810009J06Rik_chr6,0.00,1,1,0.00,1,1,0,1,1,0,1,1
1810010H24Rik_chr11,-0.44,0.239623971,0.412324974,0.31,0.418725595,0.838967396,-0.194975059,0.549709089,0.860117927,0.755551715,0.049862378,0.096760326
1810011H11Rik_chr14,-2.99,8.1948E-23,2.3599E-21,1.93,9.56E-07,1.85E-05,3.095391233,2.02E-21,1.00E-19,4.921656128,2.41E-40,1.07E-38
1810011O10Rik_chr8,-1.18,1.1682E-03,3.6539E-03,-0.41,0.932552609,1,1.186565762,1.79E-08,1.81E-07,0.776418948,0.000898707,0.002364268
1810013L24Rik_chr16,0.57,0.000388442,0.001323857,0.72,0.000124686,0.001435122,-0.0717028,0.969400199,1,0.149548084,0.756107011,1
1810022K09Rik_chr3,-1.59,4.1912E-07,2.2589E-06,-0.37,0.441752342,0.868334976,2.519078034,4.67E-10,6.06E-09,1.222160459,1.91E-05,6.32E-05
1810024B03Rik_chr2,-0.35,0.973455582,1,-0.73,0.626330256,1,0.519770312,0.473963186,0.786048985,-0.371541709,0.557746686,0.793367179
1810026J23Rik_chr9,1.02,1.2207E-06,6.1696E-06,-0.59,0.010164404,0.059924089,-0.669374564,0.005412358,0.017894892,-1.602778648,2.73E-13,1.80E-12
1810030O07Rik_chrX,-0.71,0.000304208,0.001057718,0.52,0.193491974,0.522089107,0.366047443,0.035961974,0.093474586,1.237374444,1.26E-06,4.70E-06
1810037I17Rik_chr3,-0.44,0.060999847,0.128583803,0.35,0.035973317,0.158878733,1.17800093,0.000129997,0.000637909,0.78678794,8.31E-05,0.000253872
1810041L15Rik_chr15,0.14,0.336507861,0.546884103,-1.37,1,1,-0.115702548,1,1,-1.511047532,0.456146287,0.679018684
1810043G02Rik_chr10,-0.07,0.337775963,0.548599719,0.15,0.384476589,0.795162047,-0.015414064,0.755083737,1,0.226100279,0.069511656,0.130803642
1810043H04Rik_chr11,0.32,0.201670358,0.357363257,-0.88,0.022064909,0.10975781,0.014166478,0.491098991,0.808467844,-1.204804711,0.000393157,0.001089289
1810046K07Rik_chr9,2.17,1.6969E-10,1.3641E-09,-1.72,0.002623009,0.019721365,-2.279931345,3.58E-05,0.00019905,-3.896277603,2.99E-18,2.83E-17
1810055G02Rik_chr19,1.69,3.2540E-11,2.8197E-10,0.32,0.004963405,0.033509145,-0.933987881,0.075544183,0.176234371,-1.362188587,9.05E-05,0.000275469
1810062G17Rik_chr3,0.27,0.511357039,0.770333674,1.47,0.005692597,0.037466992,1.533854941,0.002506024,0.009081852,1.198891202,0.035269549,0.070666808
1810065E05Rik_chr11,0.00,1,1,0.00,1,1,0,0.360724281,0.630539313,0,1,1
2010001E11Rik_chr10,-1.22,0.482940741,0.735343171,-3.75,2.60E-08,6.66E-07,-2.391920342,8.59E-05,0.000439099,-2.527463586,1.13E-06,4.24E-06
2010002M12Rik_chr19,-3.18,1.4404E-14,1.7665E-13,-1.07,0.139655552,0.422383528,-0.048730674,0.331493224,0.590156468,2.107532024,2.05E-09,9.87E-09
2010003K11Rik_chr19,1.77,4.4935E-10,3.4465E-09,1.79,1.18E-13,7.34E-12,0.067015945,0.386292454,0.666426889,0.022467413,0.188731546,0.317397868
2010005H15Rik_chr16,-8.23,5.1102E-28,2.2366E-26,0.00,1,1,4.463102009,4.04E-06,2.71E-05,8.23443994,1.06E-25,1.64E-24
2010012O05Rik_chr19,0.18,0.365734012,0.585981278,0.37,0.214647932,0.56011879,0.615285481,0.18528995,0.369911385,0.191696841,0.732521231,0.994845336
2010106E10Rik_chrX,0.00,1,1,-1.50,0.345952851,0.745149372,-1.502451638,0.563968567,0.864402986,-1.502451638,0.345952851,0.534743998
2010107E04Rik_chr12,-0.11,0.846334169,1,-0.23,0.914505241,1,1.761314189,0.000123173,0.000607758,-0.115296176,0.763230304,1
2010107G12Rik_chr6,-1.97,0.002128895,0.006333273,0.10,0.400641331,0.816101721,-1.502451638,1,1,2.070324407,0.000681252,0.001825469
2010107G23Rik_chr10,2.41,2.6946E-04,9.4667E-04,-0.76,0.583121201,1,-1.131505961,0.023093679,0.063953419,-3.176709651,4.07E-05,0.00012917
2010109A12Rik_chr5,-0.24,0.450353924,0.694836575,-0.99,0.876214961,1,0.216901184,0.652860968,0.96763322,-0.748969393,0.339865938,0.528574208
2010109I03Rik_chr15,0.30,0.715703053,0.974967113,3.85,0.001673682,0.013643065,2.545471599,0.024643166,0.067594572,3.552625152,0.000788203,0.002092511
2010111I01Rik_chr13,0.36,0.037712086,0.084086048,0.44,0.108609117,0.356105513,0.475276517,0.029490875,0.07884136,0.07928948,0.656532214,0.909556403
2010300C02Rik_chr1,-2.07,2.14E-08,1.36E-07,-0.13,0.690654489,1,0.526186549,0.081157515,0.186853641,1.938288068,1.88E-06,6.88E-06
2200002D01Rik_chr7,0.51,0.379020414,0.603441421,0.13,0.073970142,0.271355721,1.008056681,0.005582414,0.018399561,-0.376060284,0.360855961,0.552930213
2200002J24Rik_chr7,-1.81,0.002739449,0.007960089,0.00,0.517642382,0.952544951,0,0.517642382,0.837627696,1.810338271,0.226119329,0.373278393
2210010C04Rik_chr6,-1.02,0.552864784,0.797485369,0.00,1,1,0,1,1,1.018392408,1,1
2210013O21Rik_chrX,-1.32,3.5715E-05,1.4506E-04,2.06,0.156828935,0.456665595,3.0316708,9.33E-05,0.000472888,3.389460478,8.81E-08,3.68E-07
2210016F16Rik_chr13,1.47,4.4370E-09,3.0463E-08,-0.24,0.856754816,1,-0.345520877,0.089508315,0.202726171,-1.712083868,1.67E-09,8.11E-09
2210016L21Rik_chr5,0.05,0.638883754,0.890521108,-0.12,0.933837476,1,-0.388982049,0.45434945,0.758609184,-0.177834703,0.705546708,0.964523853
2210018M11Rik_chr7,-0.20,0.445683998,0.689226519,0.36,0.797376511,1,-0.02879966,0.265946539,0.494922931,0.557533512,0.627041896,0.876011643
2210404O09Rik_chr17,-1.87,7.6368E-06,3.4402E-05,2.30,0.003171951,0.023079565,2.132588284,4.84E-05,0.000260399,4.171909925,3.51E-12,2.13E-11
2210407C18Rik_chr11,0.00,0.166749663,0.305018668,0.00,1,1,0,0.571479789,0.871069083,0,0.357219684,0.547972637
2210408I21Rik_chr13,0.22,0.389614045,0.617541178,0.44,0.652636626,1,0.204269709,0.336340916,0.597022897,0.223284626,0.716193414,0.976608282
2300002M23Rik_chr17,0.00,1,1,0.00,1,1,0,1,1,0,1,1
2300003K06Rik_chr11,0.00,1,1,0.00,1,1,0,1,1,0,1,1
2300005B03Rik_chr15,0.00,1,1,0.00,1,1,0,1,1,0,1,1
2300009A05Rik_chr9,1.05,5.7933E-05,2.2832E-04,-0.10,0.652868282,1,0.063658946,0.945621741,1,-1.151736235,0.000385245,0.001068899
2310002L09Rik_chr4,0.00,1,1,0.00,1,1,0,1,1,0,1,1
2310003H01Rik_chr11,0.40,0.100296267,0.19758288,-0.09,0.354865686,0.755372781,-0.17296401,0.16584792,0.337445777,-0.483811897,0.01093467,0.024204374
2310005G13Rik_chr16,0.60,1,1,1.44,1,1,1.391956939,0.719807545,1,0.846423614,1,1
2310007B03Rik_chr1,1.38,0.338985341,0.55021786,-2.39,0.003543614,0.025254088,-2.333743749,0.00044541,0.001940996,-3.770632155,0.000324846,0.000911217
2310007L24Rik_chr11,-4.96,9.4010E-19,1.8012E-17,0.00,1,1,0.881046073,1,1,4.956923302,9.38E-14,6.41E-13
2310009B15Rik_chr1,-0.33,0.436498176,0.677772273,-0.55,0.260719178,0.635526924,0.671053682,0.420144316,0.714276071,-0.217136444,0.727195779,0.988826278
2310011J03Rik_chr10,-0.23,0.251260378,0.429549153,-0.43,0.250053479,0.619403417,0.129332095,0.976644407,1,-0.203708894,0.995042673,1
2310014L17Rik_chr7,-1.23,8.3658E-03,2.1912E-02,0.80,0.82357111,1,-0.123614426,0.205925775,0.402334677,2.029615869,0.006953563,0.015897766
2310022A10Rik_chr7,-0.53,0.013422405,0.033509153,0.05,0.755314853,1,0.235038442,0.166831856,0.338943293,0.585437788,0.00597554,0.0137961
2310022B05Rik_chr8,1.23,2.8423E-09,2.0017E-08,-0.31,0.789413771,1,-0.359146472,0.916546754,1,-1.541481611,7.12E-10,3.57E-09
2310030G06Rik_chr9,1.66,1.1674E-14,1.4416E-13,0.27,0.092839967,0.318798188,0.171181766,0.756266976,1,-1.390760986,1.42E-09,6.97E-09
2310033P09Rik_chr11,-0.11,0.371215467,0.593291208,-0.19,0.442641163,0.869266223,-0.174388975,0.639339201,0.951536537,-0.074283281,0.915575921,1
2310034C09Rik_chr16,0.00,1,1,0.00,1,1,0,1,1,0,1,1
2310035C23Rik_chr1,-0.66,0.005616405,0.015346884,-0.10,0.36799456,0.772904977,0.255745137,0.32675982,0.583114354,0.553247186,0.064519401,0.122321882
2310036O22Rik_chr8,0.31,0.132944061,0.25151579,0.02,0.655008223,1,0.174374235,0.947160044,1,-0.294963075,0.292606254,0.465765023
2310039H08Rik_chr17,0.85,0.001046177,0.003304765,-0.80,0.053269103,0.211813597,-0.413336077,0.040662613,0.103663793,-1.647961456,2.69E-07,1.07E-06
2310042E22Rik_chr16,-2.89,1.3005E-03,4.0282E-03,1.12,0.048964989,0.19963971,0,0.517215525,0.83746177,4.01085252,1.54E-05,5.11E-05
2310045N01Rik_chr8,0.37,0.120859874,0.231766935,-0.50,0.236312371,0.596815855,-0.752485134,0.006477713,0.020981471,-0.870960427,0.006535181,0.014991375
2310047M10Rik_chr11,0.50,0.103046374,0.202229162,0.03,0.747980228,1,0.15626282,0.426912573,0.723559524,-0.470713095,0.199469398,0.333261596
2310050C09Rik_chr3,0.00,1,1,0.00,1,1,0,1,1,0,1,1
2310057J18Rik_chr10,0.00,1,1,0.00,1,1,1.436888405,0.564040921,0.864402986,0,1,1
2310057M21Rik_chr7,-1.21,6.5801E-04,2.1463E-03,-0.52,0.256673163,0.629934709,0.73801879,0.013869831,0.041077467,0.69096757,0.02978828,0.060561599
2310057N15Rik_chr16,0.00,1,1,0.00,1,1,0,1,1,0,1,1
2310061I04Rik_chr17,0.30,0.02774193,0.063973255,-0.36,0.28074379,0.663596998,0.054580124,0.929615033,1,-0.66121261,0.00110544,0.002866276
2310061N02Rik_chr16,0.00,1,1,0.00,1,1,0,1,1,0,1,1
2310067B10Rik_chr11,0.57,0.002092551,0.006231532,-0.22,0.174855012,0.48942722,-1.081507232,3.80E-06,2.56E-05,-0.787145339,1.07E-05,3.60E-05
2310079G19Rik_chr16,0.00,1,1,0.00,1,1,0,1,1,0,1,1
2410002F23Rik_chr7,-1.38,7.3319E-08,4.3468E-07,0.99,0.001170425,0.010183707,1.005476288,3.23E-06,2.21E-05,2.373581925,6.90E-17,5.93E-16
2410004B18Rik_chr3,-0.87,0.000446065,0.001503707,0.35,0.311587449,0.705915868,1.123362355,0.000281225,0.001286295,1.219472985,9.13E-06,3.11E-05
2410004P03Rik_chr12,1.59,0.562580628,0.804576849,2.43,0.081761493,0.291907834,0,1,1,0.846423614,0.315776241,0.497265201
2410012M07Rik_chr9,0.00,1,1,0.00,1,1,0,1,1,0,1,1
2410015M20Rik_chr17,-0.13,0.962808512,1,-0.77,0.07228449,0.266480258,0.595702975,0.205838799,0.402227671,-0.637818985,0.080014314,0.148524972
2410016O06Rik_chr12,-0.44,0.040653544,0.089851484,0.01,0.724781571,1,0.203563967,0.546380156,0.858951148,0.446353164,0.099480267,0.180449689
2410089E03Rik_chr15,-0.51,0.155876238,0.288535546,0.33,0.741938006,1,0.75456742,0.291688458,0.531882288,0.838576008,0.289303024,0.462980463
2410124H12Rik_chr16,0.00,1,1,0.00,1,1,0,1,1,0,1,1
2410127L17Rik_chr19,-0.84,0.019202873,0.046179095,-0.74,0.031089872,0.143216774,1.019623931,0.027838897,0.075003009,0.09807694,0.870519686,1
2410131K14Rik_chr5,-1.29,8.7742E-06,3.9267E-05,-0.53,0.253167234,0.624785656,-0.421262675,0.351311301,0.61776103,0.76481845,0.00107876,0.002802099
2410137M14Rik_chr17,0.00,1,1,0.00,1,1,1.436888405,0.561842809,0.864402986,0,1,1
2410141K09Rik_chr13,-0.56,1,1,0.00,1,1,0,1,1,0.56193793,1,1
2510002D24Rik_chr16,0.70,6.32E-05,0.000247315,-0.36,0.248924045,0.617593126,-0.328369111,0.124902705,0.2688219,-1.05581419,3.24E-07,1.28E-06
2510003E04Rik_chr10,-0.25,0.063962694,0.133662306,0.00,0.706861213,1,0.211208252,0.828364137,1,0.249669941,0.145788095,0.253753395
2510009E07Rik_chr16,-0.14,0.057584219,0.122282277,0.82,0.001350845,0.011432497,0.634204102,0.000627283,0.002648631,0.958839414,4.89E-07,1.90E-06
2510039O18Rik_chr4,0.06,0.819992222,1,0.36,0.305414492,0.698055939,0.44766086,0.276649615,0.510143382,0.294380779,0.210546428,0.349881944
2610002J02Rik_chr4,-0.07,0.833833906,1,0.08,0.740569943,1,0.219003023,0.9283703,1,0.142930919,0.588217163,0.829601097
2610002M06Rik_chrX,0.87,0.000559647,0.001851415,-0.18,0.404672749,0.821320958,-0.077465039,0.255187041,0.479081253,-1.057888733,2.13E-05,7.01E-05
2610008E11Rik_chr10,0.30,0.178016456,0.321578114,0.24,0.989413435,1,-0.338386025,0.213674578,0.414645724,-0.063016364,0.192529146,0.323083063
2610015P09Rik_chr16,-0.53,0.023377631,0.054983924,0.26,0.46167815,0.89359542,0.127663886,0.252981234,0.475824205,0.78870117,0.003116394,0.007530934
2610018G03Rik_chrX,-1.12,1.0326E-03,3.2657E-03,1.05,0.084411691,0.298134909,0.793577365,0.001973199,0.00734184,2.170912126,5.17E-06,1.81E-05
2610020H08Rik_chr7,-0.26,0.78813626,1,0.31,0.329546012,0.726887066,0.53856644,0.030175213,0.080411872,0.573530482,0.214753978,0.356158241
2610028H24Rik_chr10,-0.15,0.58993967,0.83527464,-1.31,0.18259118,0.502536598,-0.918547767,0.183017893,0.366130313,-1.157231622,0.052765142,0.101798265
2610034B18Rik_chr7,1.04,2.8351E-04,9.9087E-04,-0.03,1,1,-0.785801509,0.013436111,0.039981461,-1.074436244,0.000326278,0.00091479
2610034M16Rik_chr17,0.00,1,1,0.00,0.345930322,0.745149372,0,0.563953548,0.864402986,0,0.345930322,0.534743998
2610301B20Rik_chr4,0.12,0.703927339,0.962989837,0.33,0.875215115,1,0.096170138,0.886935752,1,0.211604007,0.841281872,1
2610305D13Rik_chr4,0.95,0.001211336,0.003777704,0.89,3.04E-05,0.000414752,0.65651846,0.006479632,0.020981839,-0.057893146,0.293200598,0.466583258
2610318N02Rik_chr16,-6.65,1.2924E-54,2.5671E-52,2.17,0.070102933,0.260171217,3.513248706,5.97E-08,5.53E-07,8.821568844,1.14E-51,1.08E-49
2610507B11Rik_chr11,0.57,0.003876727,0.010921946,-0.30,0.044141732,0.184808101,-0.676957265,0.002819015,0.010072865,-0.877926938,1.14E-06,4.28E-06
2610524H06Rik_chr5,-2.02,1.2837E-05,5.6013E-05,3.11,0.000105396,0.001240838,3.602604121,1.95E-06,1.39E-05,5.127179893,3.27E-13,2.14E-12
2610528A11Rik_chr14,-1.89,5.7064E-03,1.5560E-02,2.17,0.002010906,0.015867871,2.118636328,0.045062338,0.113179373,4.067924707,1.37E-06,5.08E-06
2610528J11Rik_chr4,2.44,6.9221E-18,1.2196E-16,-0.94,0.009688963,0.057662356,-1.902651613,5.07E-12,8.77E-11,-3.384701072,6.13E-27,1.06E-25
2700029M09Rik_chr8,-1.20,1.6617E-08,1.0665E-07,0.34,0.013823747,0.076436805,0.872799085,6.82E-05,0.000355663,1.537762454,2.36E-15,1.82E-14
2700049A03Rik_chr12,-0.38,0.044906709,0.098233425,-0.02,0.667607793,1,-0.36860709,0.040336753,0.103013862,0.364809448,0.133581934,0.234634129
2700060E02Rik_chr14,-0.32,0.174409516,0.316266943,-0.10,0.916882958,1,1.163752575,0.006534381,0.021138503,0.217698847,0.144104875,0.251105743
2700062C07Rik_chr18,0.50,0.044323325,0.097158468,-0.18,0.860936466,1,-0.198640044,0.574190802,0.87428384,-0.678029079,0.030620156,0.062068245
2700081O15Rik_chr19,0.28,0.847112455,1,1.07,0.098921117,0.33400069,0.695612758,0.008835351,0.027583768,0.792299971,0.142002871,0.247907656
2700089E24Rik_chr6,0.54,0.002988512,0.008628777,0.04,0.414652044,0.834141668,0.272287957,0.418003319,0.711729587,-0.504665048,0.031411648,0.063545151
2700094K13Rik_chr2,-1.98,4.7639E-16,6.9587E-15,-0.13,0.904334445,1,0.924569051,0.001103316,0.00436295,1.85620478,3.00E-16,2.46E-15
2700097O09Rik_chr12,0.30,0.068579318,0.142035767,-0.02,0.492567229,0.93014239,0.392000462,0.650296182,0.964570032,-0.321326796,0.268995596,0.434944525
2810004N23Rik_chr8,0.75,0.00010648,0.000401331,-0.67,0.00246828,0.018807485,-0.69708431,0.000974782,0.003909222,-1.427700677,9.34E-12,5.47E-11
2810006K23Rik_chr5,0.56,0.023105796,0.054432711,-0.19,0.527758443,0.960332484,-0.818203185,0.005227568,0.017360485,-0.74674467,0.004024087,0.009553557
2810007J24Rik_chr7,8.66,1.9528E-139,9.0764E-136,-0.79,0.152029614,0.447333489,-0.440830902,0.060620589,0.146037368,-9.450538959,3.00E-146,1.39E-142
2810021J22Rik_chr11,0.02,0.707900618,0.967059155,0.54,0.015778277,0.084590651,0.280121132,0.113444567,0.24801992,0.523330868,0.04195796,0.082832398
2810403A07Rik_chr3,-0.11,0.686680378,0.943617075,0.48,0.182399774,0.502307235,0.557544943,0.001629941,0.006198629,0.58237183,0.082785133,0.153313131
2810408A11Rik_chr11,-3.21,2.9136E-08,1.8139E-07,0.18,0.589253244,1,-0.580662138,0.294312766,0.535658915,3.393765572,1.22E-08,5.51E-08
2810408M09Rik_chr2,-0.10,0.237370777,0.409006471,-0.36,0.052409479,0.209322558,0.354013035,0.147541541,0.308037822,-0.254474899,0.442835878,0.66225906
2810417H13Rik_chr9,-3.66,1.0203E-38,1.0176E-36,1.81,3.62E-09,1.07E-07,2.938813353,1.43E-21,7.27E-20,5.466699457,3.66E-63,6.25E-61
2810428I15Rik_chr8,0.72,0.015821115,0.038834253,-0.07,0.734181469,1,0.440514069,0.505060978,0.82723357,-0.78952259,0.038384538,0.076306503
2810459M11Rik_chr1,2.30,5.6212E-30,2.9423E-28,-0.26,0.116133255,0.372630605,-0.517931199,9.94E-05,0.000499936,-2.55712064,4.44E-37,1.55E-35
2810474O19Rik_chr6,0.09,0.926357571,1,1.10,0.000176088,0.001962839,0.524383937,0.010553462,0.032352978,1.002983586,0.000122333,0.00036566
2900011O08Rik_chr16,0.31,0.337437978,0.548127394,-0.47,0.822141382,1,-0.265284514,0.223760445,0.430846737,-0.778721332,0.24806783,0.405051385
2900026A02Rik_chr5,0.81,0.000353333,0.001215251,-0.25,0.434597477,0.858847396,-1.699919007,6.43E-10,8.13E-09,-1.061406546,1.48E-05,4.94E-05
2900092C05Rik_chr7,0.00,1,1,0.00,1,1,0,1,1,0,1,1
3010026O09Rik_chr11,1.34,4.4320E-08,2.6907E-07,-0.18,0.789874343,1,-2.434425636,6.80E-16,1.90E-14,-1.520983134,2.27E-07,9.11E-07
3110001I22Rik_chr16,-0.28,0.151059761,0.281030166,0.16,0.596675523,1,0.976071584,0.018221219,0.052131124,0.448015007,0.395255407,0.599152834
3110002H16Rik_chr18,0.32,0.076202917,0.155784288,-0.04,0.742920682,1,0.232912612,0.251928799,0.474151708,-0.36195644,0.151582615,0.262580498
3110007F17Rik_chrX,2.96,0.10277674,0.201734074,1.08,0.344513322,0.745149372,1.189315527,0.897409048,1,-1.888773368,0.592109219,0.834330821
3110009E18Rik_chr1,-0.65,0.052485691,0.112847392,0.13,0.18335103,0.503554471,0.95088524,0.004399042,0.014887685,0.777075772,0.001499375,0.003822873
3110021N24Rik_chr4,1.82,0.016384132,0.040055463,1.66,0.198778651,0.531144907,0.635738247,0.02871078,0.076994983,-0.15435288,0.000617011,0.001664075
3110035E14Rik_chr1,-2.38,3.4801E-08,2.1419E-07,0.45,0.366161808,0.770169285,1.086785101,0.003840609,0.013215242,2.828918603,2.33E-09,1.12E-08
3110040N11Rik_chr7,-0.09,0.580214205,0.824417835,-0.50,0.127653116,0.397661804,0.185034483,0.740892839,1,-0.415898102,0.330973536,0.516904302
3110043O21Rik_chr4,-0.17,0.484808751,0.737607554,1.08,0.000233336,0.002509356,0.82644924,0.000617152,0.002610594,1.251040639,1.30E-05,4.36E-05
3110052M02Rik_chr17,0.19,0.378013343,0.602126805,0.50,0.044697381,0.186345431,1.318521634,1.29E-08,1.34E-07,0.304924952,0.25920597,0.420784209
3110057O12Rik_chr3,0.76,2.14E-05,9.02E-05,-0.60,0.010531014,0.061616509,-0.736014636,8.25E-05,0.000423368,-1.364077551,2.90E-11,1.63E-10
3110062M04Rik_chr6,0.76,0.002197788,0.006523193,0.12,0.207176315,0.547133815,-0.229507903,0.426081997,0.722582973,-0.637451825,0.072399992,0.135668688
3110079O15Rik_chr1,0.00,1,1,-1.50,0.68903813,1,-1.502451638,0.548631808,0.860117927,-1.502451638,0.548631808,0.789486267
3110082I17Rik_chr5,0.04,0.727046514,0.98708516,0.49,0.406747616,0.824224197,0.100108836,0.9842875,1,0.456639244,0.239566579,0.392496556
3110082J24Rik_chr5,0.00,1,1,0.00,1,1,0,1,1,0,1,1
3300002I08Rik_chr2,-0.48,0.819565363,1,2.15,0.313511025,0.708445606,3.2032489,0.314939019,0.565712073,2.634914602,0.227544066,0.375310439
3425401B19Rik_chr14,-0.85,0.166039995,0.304620689,0.00,1,1,0,1,1,0.846423614,0.290072798,0.463172317
3632451O06Rik_chr14,1.06,0.52811215,0.789382966,0.40,0.607812373,1,0.646521514,0.738785124,1,-0.656028024,1,1
3830403N18Rik_chrX,-1.49,0.031695409,0.072064487,2.94,0.002346771,0.018023449,4.025305145,0.001546473,0.005905363,4.431808032,3.75E-06,1.33E-05
3830406C13Rik_chr14,0.36,0.323137953,0.530020145,0.27,0.216174631,0.563154179,0.103682789,0.730532608,1,-0.089638316,0.7992255,1
3830417A13Rik_chrX,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4430402I18Rik_chr19,3.04,3.9657E-11,3.3983E-10,0.03,0.812531201,1,0.537832664,0.859761628,1,-3.008088285,3.49E-10,1.80E-09
4632428N05Rik_chr10,-1.87,1.5095E-20,3.4461E-19,1.94,9.78E-12,4.46E-10,3.279501249,3.06E-38,7.99E-36,3.806637883,1.61E-49,1.31E-47
4732456N10Rik_chr15,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4833403I15Rik_chr18,1.18,0.549955096,0.797485369,-0.32,1,1,-0.065563233,1,1,-1.502451638,0.549955096,0.790020795
4833420G17Rik_chr13,-0.17,0.508430067,0.766868818,0.72,0.02662729,0.12667722,0.67897295,0.005045165,0.016822041,0.894524619,0.004096056,0.00970855
4833423E24Rik_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4833427G06Rik_chr9,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4833439L19Rik_chr13,0.58,0.001585224,0.004830922,-0.39,0.080428015,0.288448622,-0.315891685,0.058170037,0.140908032,-0.972238558,1.10E-06,4.11E-06
4921501E09Rik_chr17,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4921504E06Rik_chr2,-1.37,0.331336811,0.540147448,0.00,1,1,0,1,1,1.366068776,0.554224541,0.791395255
4921506M07Rik_chr12,1.56,7.00E-05,0.00027201,-0.09,0.223646698,0.57539569,-0.71595377,0.008530221,0.026760575,-1.650407257,2.45E-06,8.87E-06
4921507P07Rik_chr6,0.36,0.359135516,0.577279665,2.66,0.001321022,0.011220963,1.420326003,1,1,2.294335132,0.01839102,0.03906831
4921509C19Rik_chr2,-1.02,0.555912448,0.797485369,0.00,1,1,0,1,1,1.018392408,1,1
4921511H03Rik_chr5,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4921511M17Rik_chrX,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4921517D22Rik_chr13,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4921524J17Rik_chr8,-0.36,0.403915296,0.636276789,0.08,0.40041866,0.815862674,1.162980199,9.74E-05,0.000490684,0.44796491,0.095294061,0.173710406
4921524L21Rik_chr18,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4921530L21Rik_chr14,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4921536K21Rik_chr11,0.65,0.399847102,0.630594914,0.65,0.036992692,0.162485383,0,1,1,0,0.289176163,0.462860009
4921539E11Rik_chr4,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4922502D21Rik_chr6,-7.03,6.4284E-33,4.3178E-31,0.00,1,1,0,0.508197192,0.830380563,7.032607732,1.77E-26,2.93E-25
4930402F06Rik_chr2,-1.02,0.555929862,0.797485369,0.00,1,1,0,1,1,1.018392408,1,1
4930402H24Rik_chr2,2.00,3.7857E-06,1.7867E-05,-1.01,0.006326299,0.040794451,-2.510889975,6.56E-05,0.000343371,-3.013152788,4.06E-12,2.45E-11
4930404A10Rik_chr11,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4930404N11Rik_chr10,-0.86,0.001091463,0.003435614,0.33,0.351109088,0.750738357,-0.236859956,0.663613176,0.980193861,1.188833568,4.12E-05,0.000130572
4930407I10Rik_chr15,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4930415F15Rik_chr11,1.52,0.05747376,0.122191289,1.52,0.095339559,0.325024403,1.436888405,0.524616667,0.84265673,0,1,1
4930415L06Rik_chrX,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4930415O20Rik_chr15,-0.50,0.04659674,0.101563316,1.52,1,1,2.105160399,0.788887519,1,2.011500237,0.181937636,0.307194904
4930427A07Rik_chr12,-2.36,1.2386E-11,1.1302E-10,1.42,0.024265541,0.118100768,1.434566481,0.000231274,0.001076899,3.77602876,4.58E-17,3.99E-16
4930428D18Rik_chrX,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4930430A15Rik_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4930430D24Rik_chrX,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4930430F08Rik_chr10,0.18,0.461771207,0.709105381,0.04,0.989620316,1,0.548386553,0.54570654,0.858611687,-0.13702342,0.480569739,0.710731878
4930432K21Rik_chr8,-3.13,3.4831E-17,5.7207E-16,1.95,0.005347459,0.035622461,1.978727701,0.000449281,0.001955297,5.079068661,2.09E-23,2.80E-22
4930432M17Rik_chr3,0.00,1,1,0.00,1,1,0,1,1,0,1,1
4930433I11Rik_chr7,0.00,1,1,0.00,1,1,0,1,1,0,1,1
